idx,name,full_toi_id,toi,pl_num,mp,mp_err,rp,rp_err,per,per_err,K,K_err,e,e_err,a,a_err,flux,flux_err,mstar,mstar_err,rstar,rstar_err,Teff,Teff_err,radvel_run,idx-jump,name-jump,full_toi_id-jump,toi-jump,pl_num-jump,radvel_run-jump,rp-jump,rp_err-jump,ecc,ecc_err1,ecc_err2,omega,omega_err1,omega_err2,mpsini,mpsini_err1,mpsini_err2,ax,ax_err1,ax_err2,k,k_err1,k_err2,idx-toi,tic-toi,full_toi_id-toi,toi-toi,pl_num-toi,cps_name,evol,disp,source,short_cadence,up-to-date,wd_flag,photo_vetting,spec_vetting,ao_vetting,ra,dec,ra_j2000,dec_j2000,nobs_hires,template_hires,nobs_apf,template_apf,nobs_5sig,nobs_10sig,n_comments,t_mag,t_mag_err,v_mag,v_mag_err,k_mag,k_mag_err,g_mag,g_mag_err,bp_mag,bp_mag_err,rp_mag,rp_mag_err,dist,parallax,parallax_err,gaia_id,ruwe,toi_rs,toi_rs_err,tic_rs,tic_rs_err,synth_rs,synth_rs_err,emp_rs,emp_rs_err,tic_ms,tic_ms_err,synth_ms,synth_ms_err,toi_teff,toi_teff_err,tic_teff,tic_teff_err,synth_teff,synth_teff_err,emp_teff,emp_teff_err,toi_logg,toi_logg_err,tic_logg,tic_logg_err,synth_logg,synth_logg_err,tic_feh,tic_feh_err,synth_feh,synth_feh_err,emp_feh,emp_feh_err,ast_det,n_sectors,sectors,color,synth_vsini,synth_vsini_err,p_rot,logrhk,s_val,sigma_act,sigma_rot,sigma_gran,sigma_rv,sigma_tot,rp_exp,rp_exp_err,mp_exp,k_exp,k_exp_err,k_exp_sig,epoch,epoch_err,period,period_err,dur,dur_err,b_est,circ_dur,circ_dur_err,max_circ_dur,a_to_r,depth,depth_err,teq,sinc,snr,alerted,updated,url,other_names,idx-iso,tic-iso,toi-iso,age-iso_teff,age_err1-iso_teff,age_err2-iso_teff,avs-iso_teff,avs_err1-iso_teff,avs_err2-iso_teff,dis-iso_teff,dis_err1-iso_teff,dis_err2-iso_teff,feh-iso_teff,feh_err1-iso_teff,feh_err2-iso_teff,mass-iso_teff,mass_err1-iso_teff,mass_err2-iso_teff,rad-iso_teff,rad_err1-iso_teff,rad_err2-iso_teff,lum-iso_teff,lum_err1-iso_teff,lum_err2-iso_teff,logg-iso_teff,logg_err1-iso_teff,logg_err2-iso_teff,rho-iso_teff,rho_err1-iso_teff,rho_err2-iso_teff,teff-iso_teff,teff_err1-iso_teff,teff_err2-iso_teff,age-iso_color,age_err1-iso_color,age_err2-iso_color,avs-iso_color,avs_err1-iso_color,avs_err2-iso_color,dis-iso_color,dis_err1-iso_color,dis_err2-iso_color,feh-iso_color,feh_err1-iso_color,feh_err2-iso_color,mass-iso_color,mass_err1-iso_color,mass_err2-iso_color,rad-iso_color,rad_err1-iso_color,rad_err2-iso_color,lum-iso_color,lum_err1-iso_color,lum_err2-iso_color,logg-iso_color,logg_err1-iso_color,logg_err2-iso_color,rho-iso_color,rho_err1-iso_color,rho_err2-iso_color,teff-iso_color,teff_err1-iso_color,teff_err2-iso_color,idx-rad,full_toi_id-rad,toi-rad,pl_num-rad,rp-iso_teff,rp_err-iso_teff,rp-iso_color,rp_err-iso_color,idx-mod,tic-mod,full_toi_id-mod,toi-mod,pl_num-mod,period-mod,period_err1-mod,period_err2-mod,t0-mod,t0_err1-mod,t0_err2-mod,rp_rs-mod,rp_rs_err1-mod,rp_rs_err2-mod,rhostar-mod,rhostar_err1-mod,rhostar_err2-mod,b-mod,b_err1-mod,b_err2-mod,u1-mod,u1_err1-mod,u1_err2-mod,u2-mod,u2_err1-mod,u2_err2,idx-photoecc,tic-photoecc,full_toi_id-photoecc,toi-photoecc,pl_num-photoecc,case-photoecc,rhostar-photoecc,rhostar_err-photoecc,ecc-photoecc,ecc_err1-photoecc,ecc_err2-photoecc,omega-photoecc,omega_err1-photoecc,omega_err2-photoecc,rp-iso_teff-mod,rp_err-iso_teff-mod,rp-iso_color-mod,rp_err-iso_color-mod
1,12572,1471.01,1471,1,9.729139747,4.779303631,4.28,0.25,20.772024,0,2.9,1.3,0.46,0.29,0.143070062,0.002267911,41.42011235,3.735558554,0.906499028,0.042815364,0.978544623,0.022533452,5599.267764,100,eccentric,1,12572,1471.01,1471,1,eccentric,4.28,0.25,0.420342565,-0.245815235,0.279221843,2.305426238,-0.594548816,0.441373761,10.2261398,-2.78171598,3.143922792,0.143132342,-0.002293833,0.002197338,2.868872208,-0.820976252,1.227280226,1,306263608,1471.01,1471,1,12572,MS,PC,spoc,TRUE,TRUE,0,passed,passed,passed,30.904272,21.280864,02 03 37.0,+21 16 51,26,TRUE,37,TRUE,20,55,6,8.5725,0.006,9.2,0.03,7.559,0.021,9.02543,0.000272,9.39506,0.001957,8.52942,0.002232,67.5478,14.7755,0.0339844,9.4469E+16,1.151943207,0.966154,0.044322,0.966154,0.0443216,0.98,0.02,1.07,0.18,1,0.128083,0.91,0.04,5625,114,5625,114,5599,100,5553,110,4.46798,0.074554,4.46798,0.0745542,4.4,0.1,,,-0.03,0.06,-0.1,0.09,0.052531875,1,[17],0.689,0,1,,-5.109166069,0.1449,2.200753643,1.2,1.226108171,1.331054097,3.09166021,4.282738,0.245827,16.96759342,4.203545125,0.399131617,10.53172675,1767.42,0.003702,20.772024,0.005211,6.543088,0.256768,-85.78300362,4.362454177,1.118032935,5.044588974,31.45678966,1400.875814,74.66255,766,81,16,2019-12-05 16:42:06+0000,2019-12-05 16:42:06+0000,https://jump.caltech.edu/star/12572,"LTT10696,AG+21189,ASCC744451,BD+20328,GC2478,GEN#+1.00012572,GSC01213-01071,HD12572,HIC9618,HIP9618,LSPMJ0203+2116,2MASSJ02033700+2116508,NLTT6867,PPM91320,SAO75115,TYC1213-1071-1,UCAC239254959,USNO-B1.01112-00024234,uvby98100012572,WISEAJ020337.14+211652.2,Wolf111,YZ21617,GaiaDR294468978202180352,GaiaDR194468973906643712",1,306263608,1471,7.130809206,3.231750187,-3.023027486,0,0,0,67.54162583,1.151101783,-1.137313783,-0.035883514,0.059401531,-0.059759579,0.917242291,0.04079101,-0.038834108,0.960311604,0.019386555,-0.018805399,0.821600303,0.049447931,-0.047177814,4.433040934,0.030145808,-0.031532937,1.025941605,0.092252276,-0.089474006,5602.5176,91.25952463,-98.60134614,6.998713417,4.285765213,-3.654434265,0,0,0,67.50501836,1.168471231,-1.127373188,0.018500279,0.135915149,-0.145404332,0.923015955,0.063490706,-0.065011267,0.964166889,0.01739889,-0.017189308,0.806280414,0.027880955,-0.026794549,4.434129861,0.035811838,-0.04205296,1.024974391,0.10476678,-0.105488891,5566.294497,21.65853035,-26.59271959,1,1471.01,1471,1,3.920488238,0.130358761,3.936227504,0.126445118,1,306263608,1471.01,1471,1,20.9830549,-1.146599531,0.813399852,2.731587688,-0.001231085,0.001250463,0.038859512,-0.000865171,0.001178366,1.376534102,-0.469330509,0.265239869,0.343655778,-0.235182001,0.236444831,0.430638295,-0.044875243,0.046153621,0.119898694,-0.043669609,0.051573503,1,306263608,1471.01,1471,1,iso_teff,1.361567602,0.139079382,0,0,0.250693069,-13.63636364,,,4.07040556,0.13418958,4.086746687,0.130080622
2,135694,1247.01,1247,1,6.263729913,3.441241042,2.54,0.53,15.923849,0,1.73,0.94,0,0,0.118983455,0.001300205,77.19380574,6.683013627,0.886523652,0.028590944,1.090487909,0.024894574,5651.611576,100,circular_2periods,2,135694,1247.01,1247,1,circular_2periods,2.54,0.53,0,0,0,0,0,0,6.875234049,-3.462622033,4.05673761,0.124722314,-0.005245988,0.00478789,1.743400374,-0.874586972,0.993931645,2,232540264,1247.01,1247,1,135694,MS,PC,both,TRUE,FALSE,0,passed,passed,passed,227.870476,71.840951,15 11 28.9,+71 50 27,43,TRUE,55,TRUE,122,488,6,8.4724,0.006,9.08,0.03,7.502,0.023,8.91307,0.000196,9.27001,0.001643,8.42917,0.001407,73.8713,13.5082,0.0261256,-99,,1.07587,0.046538,1.07587,0.0465377,1.09,0.03,0.97,0.1,1.02,0.122847,0.88,0.03,5711,106,5711,106,5643,100,5708,110,4.38315,0.068949,4.38315,0.0689493,4.29,0.1,-0.19,0.07,-0.13,0.06,-0.21,0.09,0.064488793,7,"[14, 15, 16, 20, 21, 22, 26]",0.651,1.31,1,,-4.790814035,0.2022,3.217617972,1.2,1.401995844,1.25949285,3.917266905,2.54445,0.53463,6.411425891,1.774786527,0.505716983,3.509446167,1687.649854,0.001634,15.923473,0.000149,4.296165,0.237474,0.556863948,4.488895061,1.153248752,5.192766272,23.4261214,537.560719,20.519535,740,70,24,2019-10-17 00:30:12+0000,2019-10-17 00:30:12+0000,https://jump.caltech.edu/star/135694,"G257-9,AG+72393,ASCC41292,BD+72674,Ci182034,GC20478,GCRV8808,GEN#+1.00135694,HD135694,HIC74326,HIP74326,LSPMJ1511+7150,LTT14527,2MASSJ15112894+7150275,NLTT39646,PLX3448,PLX3448.00,PPM8848,SAO8189,TYC4414-226-1,UBV13164,USNO-B1.01618-00110240,uvby98100135694,WEB12688,WISEAJ151128.48+715028.2,GaiaDR21696831425624356480,GaiaDR11696831421328539136",2,232540264,1247,11.27096402,2.821311649,-2.654163006,0,0,0,73.84179909,1.313029784,-1.284545081,-0.133096616,0.06156638,-0.060746209,0.890234326,0.038722025,-0.03543204,1.075095496,0.02217249,-0.021684048,1.066326596,0.066260456,-0.063581825,4.322032606,0.030245639,-0.030263412,0.709658834,0.063986632,-0.05976713,5651.989106,95.0061225,-101.7598482,8.794443545,3.470959175,-3.256985132,0,0,0,73.80989328,1.313614619,-1.241549481,0.044803593,0.135784848,-0.180632931,0.949399314,0.066014982,-0.074693271,1.074133825,0.01923314,-0.020307013,1.0546695,0.039118405,-0.037364556,4.349650901,0.038351975,-0.040229856,0.756602413,0.080659229,-0.075127606,5640.631015,26.81394628,-26.06185408,2,1247.01,1247,1,2.718873272,0.075949975,2.716441245,0.072027911,2,232540264,1247.01,1247,1,15.92344708,-0.000159631,0.000151615,4.297500943,-0.001628056,0.001633457,0.021834519,-0.000453817,0.000532474,1.577410375,-0.412915184,0.181859562,0.268730254,-0.190052926,0.22837555,0.426766645,-0.048517433,0.04722199,0.134859707,-0.048487569,0.049172005,2,232540264,1247.01,1247,1,iso_teff,0.99865765,0.095913496,0.191881188,-0.191881188,0.187425743,0.909090909,,,2.560464912,0.077922732,2.55817458,0.074535376
3,148193,1836.01,1836,1,31.95943608,19.97486766,8.14,0.42,20.38184,0,7.9,4.6,0.47,0.29,0.155611205,0.002714582,155.5898145,13.35799272,1.211058987,0.064182842,1.679267634,0.038556316,6204.926414,100,1pl_circ_notrend,4,148193,1836.01,1836,1,1pl_circ_notrend,8.14,0.42,0.461937307,-0.211919275,0.329447082,0.938166861,-0.606649912,1.177005236,30.06373442,-14.64408594,16.05943579,0.155758166,-0.002856902,0.002690525,7.605597695,-3.68747782,4.742409357,4,207468071,1836.01,1836,1,148193,SG,PC,both,TRUE,TRUE,0,passed,passed,,245.908209,54.689762,16 23 38.0,+54 41 23,23,TRUE,0,FALSE,20,30,3,9.294,0.006,9.765,0.004,8.531,0.018,9.64482,0.000322,9.91699,0.001544,9.25242,0.001656,191.649,5.18907,0.0249809,1.42864E+18,1.077953815,1.61988,0.067673,1.61988,0.0676734,1.68,0.04,1.29,0.18,1.261,0.183655,1.21,0.06,6351,118,6351,118,6208,100,6129,110,4.12,0.08,4.11982,0.0807118,4.18,0.1,,,-0.13,0.06,-0.26,0.09,0.076771534,4,"[16, 23, 24, 25]",,5.9,1,,-5.359291381,0.1204,0,1.983563853,1.986347386,1.385640646,3.130511379,8.143295,0.416409,50.51705328,10.41499712,0.404147281,25.77030109,1933.16439,0.001173,20.382317,0.000955,6.576433,0.112329,0.53431461,6.757823122,1.73208079,7.814824782,19.92487822,2428.375122,48.50253,897,153,39,2020-05-07 18:04:46+0000,2020-09-14 22:23:21+0000,https://jump.caltech.edu/star/148193,"HD148193,BD+551842,GSC03878-01463,2MASSJ16233798+5441229,TYC3878-1463-1,GaiaDR21428639816392087552,GaiaDR11428639816392087552",4,207468071,1836,3.548759825,1.295704581,-0.490574157,6.29E-14,9.81E-14,-4.55E-14,192.1818875,3.255211168,-3.291273152,-0.150955097,0.072062675,-0.026494744,1.224169816,0.033058633,-0.07628756,1.656289501,0.030158191,-0.029864867,3.656653334,0.200066527,-0.206183502,4.083877044,0.021506679,-0.029939265,0.265167734,0.018472434,-0.019369142,6186.550424,90.89476367,-82.50100317,2.945369027,0.670119855,-0.349315396,9.45E-14,1.12E-13,-6.65E-14,192.1737211,2.138369401,-2.894020691,0.046198214,0.08178337,-0.20805133,1.288719494,0.039373233,-0.070465972,1.646081174,0.026075863,-0.021338248,3.667127462,0.085411298,-0.116878538,4.112641473,0.012587276,-0.031571003,0.286960407,0.010422125,-0.023190439,6217.425096,16.0419158,-29.3353379,4,1836.01,1836,1,8.902711426,0.184201856,8.847840711,0.155075762,4,207468071,1836.01,1836,1,20.38236245,-0.000840691,0.000924309,3.695121818,-0.00122884,0.001154933,0.044926446,-0.000534973,0.000614351,0.659114503,-0.098073042,0.04116907,0.206185014,-0.139901807,0.169996999,0.364533728,-0.042661114,0.044433089,0.117245789,-0.044823819,0.05318277,4,207468071,1836.01,1836,1,iso_teff,0.340824866,0.03470616,0.242475248,-0.095841584,0.254356436,15.45454545,,,8.116456713,0.180028027,8.066431977,0.155386362
4,149026,2024.01,2024,1,103.936235,3.45989676,7.97,0.41,2.875891,0,39.3,1.1,0.032,0.027,0.04317936,0.000397308,1459.344979,120.4811962,1.299020197,0.0358108,1.473883502,0.034933219,6108.744465,100,default_cps,5,149026,2024.01,2024,1,default_cps,7.97,0.41,0.031820214,-0.022761765,0.031299831,1.763149647,-0.433290792,0.546140722,104.1830115,-3.581016438,3.610339756,0.043214668,-0.000407909,0.000399678,39.33862103,-1.12745332,1.155149383,5,255930614,2024.01,2024,1,149026,MS,KP,both,TRUE,TRUE,0,passed,known planet,,247.62341,38.347309,16 30 29.6,+38 20 50,57,TRUE,0,FALSE,20,30,1,7.626,0.006,8.15,0.03,6.819,0.017,8.01416,0.000382,8.32386,0.001126,7.58775,0.001231,75.8643,13.1526,0.0299472,1.33136E+18,,1.46043,0.072656,1.46043,0.0726558,1.47,0.03,1.62,0.18,1.14,0.154399,1.3,0.04,6084,139,6084,139,6115,100,5858,110,4.17,0.09,4.16601,0.0855514,4.2,0.1,0.33,0.1,0.33,0.06,0.22,0.09,0.12140172,2,"[24, 25]",0.611,5.83,1,,-5.030268204,0.153,2.397747911,1.972585689,1.874580247,0.820721303,3.718591656,7.966423,0.408257,48.66833514,18.37346825,0.480068119,38.27262744,1957.55361,0.000227,2.87593,0.000021,3.195178,0.022393,0.398890927,3.006723067,0.771603065,3.475758209,6.32106306,2900.886986,15.010582,1595,1529,209,2020-06-19 06:00:40+0000,2020-09-12 00:35:43+0000,https://jump.caltech.edu/star/149026,"NAMEOgma,AG+381492,AGKR14732,BD+382787,GEN#+1.00149026,GSC03063-01587,HD149026,HIC80838,HIP80838,PPM79381,SAO65349,SPOCS2931,TYC3063-1587-1,uvby98100149026,GaiaDR21331356474971716992,GaiaDR11331356470675113344",5,255930614,2024,2.497824622,0.562509999,-0.705938024,0,0,0,75.94211874,1.340605335,-1.290451497,0.30998313,0.069153468,-0.043938613,1.288284486,0.030124944,-0.030093365,1.444000907,0.025603615,-0.032852038,2.591084158,0.176810374,-0.13953727,4.224736286,0.027914639,-0.017706728,0.420946568,0.039357652,-0.023621422,6098.918898,105.094028,-101.3003926,4.818163665,2.003649044,-1.016597331,0,0,0,75.673566,1.231836047,-0.741271956,0.013966523,0.110193039,-0.111903959,1.150885785,0.063014531,-0.096501993,1.465002655,0.020064705,-0.01854734,2.452925078,0.095107549,-0.062243951,4.170006911,0.015018183,-0.042128409,0.368360275,0.017929306,-0.037217414,5976.459454,17.56532513,-30.30080023,5,2024.01,2024,1,8.483225876,0.173113344,8.606607081,0.115597387,5,255930614,2024.01,2024,1,2.875908377,-1.71887E-05,1.7465E-05,1.755720239,-0.00018952,0.000195035,0.050928271,-0.00037727,0.000371141,0.624699811,-0.0584481,0.067828727,0.451516,-0.071079629,0.055233148,0.378084333,-0.027711597,0.028591656,0.124267266,-0.041505383,0.039946977,5,255930614,2024.01,2024,1,iso_teff,0.509960286,0.04042315,0.080891089,-0.080891089,0.19990099,179.0909091,,,8.021480957,0.172736224,8.138146481,0.122800569
5,154840,1437.01,1437,1,12.12209325,3.441447541,2.47,0.25,18.840143,0,2.91,0.82,0,0,0.138858299,0.002030249,101.4626641,8.70386797,1.00730211,0.043498411,1.273959201,0.029536552,6049.563477,100,default_cps,6,154840,1437.01,1437,1,default_cps,2.47,0.25,0,0,0,0,0,0,12.11243392,-3.299542833,3.597767635,0.138579702,-0.00199221,0.001972705,2.914158334,-0.791487526,0.856579974,6,198356533,1437.01,1437,1,154840,MS,PC,both,TRUE,FALSE,0,passed,passed,passed,256.138667,56.842636,17 04 33.3,+56 50 33,27,TRUE,70,TRUE,111,444,1,8.69378,0.0062,9.173,0.003,7.817,0.021,9.07928,0.000217,9.38596,0.001641,8.65454,0.002211,103.297,9.65191,0.016991,1.43342E+18,,1.2224,0.054834,1.2224,0.0548341,1.27,0.03,1.07,0.18,1.144,0.152159,1,0.04,6093,124,6093,124,6043,100,6007,110,4.32207,0.07853,4.32207,0.0785303,4.34,0.1,,,-0.19,0.06,-0.28,0.09,0.082185032,13,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",0.58,2.25,1,,-5.228690399,0.1305,2.040962304,1.266965739,1.5731949,1.314606292,3.15814205,2.472192,0.247834,6.241927542,1.500179725,0.407714385,3.679486863,1700.731357,0.00299,18.841117,0.000305,6.26468,0.210642,-0.20338316,5.299399044,1.361707039,6.132343956,23.47153591,366.172424,17.914108,780,87,19,2019-11-14 17:07:15+0000,2020-09-23 11:39:22+0000,https://jump.caltech.edu/star/154840,"HD154840,AG+561088,BD+571730,GSC03894-00204,2MASSJ17043327+5650336,PPM35800,SAO30232,TYC3894-204-1,YZ569127,GaiaDR21433416717674304640,GaiaDR11433416713377942016",6,198356533,1437,6.066470388,1.689861103,-1.484922093,0,0,0,103.3992841,1.699039139,-1.781675782,-0.201306053,0.061435615,-0.060239183,1.024040122,0.043285063,-0.043738129,1.25465561,0.024435649,-0.023535224,1.896729064,0.114728434,-0.103797323,4.248481614,0.027745087,-0.029207535,0.512733905,0.044584138,-0.040713513,6041.945996,97.97710583,-98.02894064,4.787294486,2.104605488,-1.634297429,0,0,0,103.356126,1.94336187,-1.678499874,0.030693199,0.131073137,-0.175572624,1.08805451,0.069385375,-0.079260757,1.259515854,0.020684347,-0.024028255,1.832137549,0.075244908,-0.058580444,4.272033787,0.032582752,-0.038144536,0.539768303,0.047274298,-0.050220957,5988.653544,26.43717213,-27.50131594,6,1437.01,1437,1,2.618758863,0.081302292,2.628903326,0.079454467,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
6,156141,1742.01,1742,1,11.46391996,4.859783469,2.37,0.21,21.27211,0,2.6,1.1,0,0,0.151507644,0.002313787,57.29667033,5.138880056,1.02605931,0.04726028,1.163168732,0.027351949,5733.414902,100,default_cps,7,156141,1742.01,1742,1,default_cps,2.37,0.21,0,0,0,0,0,0,11.29476014,-4.615484374,4.75083407,0.151395897,-0.002384773,0.002288577,2.568863401,-1.048390823,1.076914738,7,219857012,1742.01,1742,1,156141,MS,PC,both,TRUE,FALSE,0,passed,passed,passed,257.328533,71.8764,17 09 18.8,+71 52 35,21,TRUE,19,TRUE,71,282,1,8.2865,0.006,8.863,0.002,7.335,0.016,8.72791,0.000264,9.09159,0.001712,8.24935,0.00233,72.8871,13.6909,0.0223081,1.65182E+18,,1.15853,0.056226,1.15853,0.0562261,1.16,0.03,1.06,0.18,1.02,0.126497,1.02,0.05,5707,124,5707,124,5732,100,5638,110,4.31886,0.07717,4.31886,0.0771701,4.21,0.1,,,0.18,0.06,0.18,0.09,0.083487606,12,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",,0.7,1,,-5.189036843,0.1351,0,1.2,1.583460293,1.139713537,2.290478868,2.366756,0.205973,5.993976318,1.365361975,0.29569955,4.617396183,1725.34042,0.002623,21.270741,0.000321,6.378877,0.166419,-3.044184238,5.007986947,1.287184109,5.79392285,28.04602266,371.836492,13.72332,696,55,23,2020-02-27 22:12:18+0000,2020-09-11 21:41:26+0000,https://jump.caltech.edu/star/156141,"HD156141,AG+71503,BD+72770,GPM257.328334+71.876242,GSC04424-00871,2MASSJ17091884+7152350,PLX3914,PLX3914.00,PPM9429,Pul-31340129,SAO8725,TYC4424-871-1,GaiaDR21651818622174190208,GaiaDR11651818617878463360",7,219857012,1742,5.757754484,2.30421919,-2.13200555,0,0,0,72.90148512,1.151311186,-1.135292322,0.17158037,0.061560076,-0.061149221,1.041072386,0.044287756,-0.042584497,1.131001687,0.02113046,-0.020421677,1.246528439,0.07379848,-0.071120219,4.345648238,0.029159471,-0.028972887,0.712227399,0.061723665,-0.058202012,5727.692268,98.68598146,-98.23664254,9.950814573,3.114622532,-2.79212721,0,0,0,72.85251677,1.158624402,-1.106866645,0.038811384,0.125819388,-0.174373464,0.950237502,0.062021056,-0.070395032,1.144496998,0.019961376,-0.0173772,1.195407734,0.039934773,-0.038687118,4.295803972,0.036463489,-0.037990739,0.627297863,0.061982209,-0.060769656,5637.50398,26.7344473,-27.8572066,7,1742.01,1742,1,2.378851966,0.061942163,2.407236846,0.059291299,7,219857012,1742.01,1742,1,21.27071768,-0.000224445,0.000243101,13.97562483,-0.001886531,0.002383728,0.018340865,-0.000441809,0.000877645,0.580264145,-0.293739722,0.156664963,0.407351991,-0.27516684,0.27943772,0.394726952,-0.052402965,0.075026759,0.101697815,-0.046366144,0.043062986,7,219857012,1742.01,1742,1,iso_teff,0.949613795,0.086986117,0.121188119,-0.078811881,0.338712871,-31.81818182,,,2.262617975,0.091387055,2.289615931,0.090432432
7,17156,1573.01,1573,1,999.3469119,34.99020431,12.5,0.64,21.2167,0,274.9,2.8,0.677,0.005,0.160179678,0.002634502,110.7382393,9.859488852,1.219447073,0.060371867,1.586766763,0.038698169,5949.955014,100,default_cps,13,17156,1573.01,1573,1,default_cps,12.5,0.64,0.676812931,-0.004920716,0.005076576,2.12953726,-0.006907491,0.007055326,999.7202846,-33.87286277,33.47479805,0.16036635,-0.002728002,0.002606258,274.8555792,-2.694607436,2.920179173,13,302773669,1573.01,1573,1,17156,SG,KP,both,TRUE,FALSE,0,passed,known planet,,42.435361,71.753231,02 49 44.5,+71 45 11,62,TRUE,0,FALSE,20,30,3,7.635,0.006,8.17,0.03,6.763,0.024,8.03298,0.00035,8.35163,0.001191,7.59657,0.001481,78.0863,12.7776,0.038901,5.45561E+17,1.001260519,1.55106,0.078719,1.55106,0.0787186,1.59,0.04,1.51,0.18,1.1,0.142761,1.22,0.06,5925,89,5969,136,5949,100,5942,110,4.1,0.08,4.0982,0.0812061,4.04,0.1,0.2,0.1,0.19,0.06,0.25,0.09,0.2143101,3,"[18, 19, 25]",0.643,4.32,1,,-5.026501839,0.155,2.402373551,1.715931482,2.071051455,0.828315344,3.700159451,12.495979,0.641732,317.83,64.27421399,0.477688531,134.5525584,1809.070898,0.000163,21.216412,0.000034,3.109096,0.021225,0.914504467,6.461108909,1.656582352,7.475181301,21.68261103,6190.249872,34.391357,833,114,191,2019-12-19 20:58:21+0000,2020-09-28 17:00:14+0000,https://jump.caltech.edu/star/17156,"HD17156,AG+7195,BD+71171,GSC04321-01320,HIC13192,HIP13192,2MASSJ02494447+7145115,PPM5099,SAO4737,SKY#4245,SPOCS2567,TYC4321-1320-1,GaiaDR1545560867790611072,GaiaDR2545560867790611072",13,302773669,1573,4.153347326,1.520847312,-0.694914311,0,0,0,78.20715266,1.511900964,-1.522362263,0.163191941,0.062293199,-0.060610285,1.227566786,0.034720188,-0.067006934,1.554451728,0.027432876,-0.034276985,2.652385449,0.184956928,-0.133285229,4.140665786,0.023443851,-0.026997759,0.321475787,0.025738394,-0.020904365,5917.101485,89.84628063,-83.72135657,5.76725186,1.569243703,-1.670985724,0,0,0,77.9892965,0.82445302,-1.438686866,0.090870138,0.055423726,-0.180338009,1.135392228,0.086862177,-0.086905292,1.5510615,0.024163739,-0.024851629,2.657753547,0.065505937,-0.107599751,4.117938197,0.025665488,-0.052930703,0.308184793,0.02094478,-0.038426669,5917.681077,13.35844888,-33.13659661,13,1573.01,1573,1,13.34011243,0.267387193,13.31101791,0.21356443,13,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,
8,191939,1339.01,1339,1,10.72403845,0.915903449,3.23,0.31,8.88029,0,3.73,0.31,0,0,0.079094435,0.000582105,102.6050773,8.768691854,0.837007682,0.018190285,0.933422172,0.018303803,5350.735883,100,191939_4P_circ_trend_curv,14,191939,1339.01,1339,1,191939_4P_circ_trend_curv,3.23,0.31,0,0,0,0,0,0,10.48205235,-0.907897152,0.931368267,0.0781368,-0.000953056,0.000911334,3.736237064,-0.311022839,0.318296349,14,269701147,1339.01,1339,1,191939,MS,VP,both,TRUE,FALSE,0,passed,passed,passed,302.023979,66.850576,20 08 05.8,+66 51 02,74,TRUE,98,TRUE,28,112,17,8.293,0.006,8.97,0.03,7.18,0.021,8.77476,0.000238,9.17324,0.00129,8.24811,0.001079,53.6089,18.6247,0.0252827,2.24813E+18,,0.920435,0.046312,0.920435,0.0463115,0.93,0.02,1.37,0.18,0.95,0.119246,0.84,0.02,5555,313,5461,118,5348,100,5322,110,4.49,0.08,4.4878,0.0791069,4.32,0.1,,,-0.15,0.06,-0.26,0.09,0.058580296,10,"[14, 15, 16, 17, 18, 19, 21, 22, 24, 25]",0.763,0,1,,-5.097134681,0.14785,2.081938768,1.2,1.191470336,1.197279941,2.937269115,3.23381,0.314759,8.012845422,2.779602822,0.379199812,7.330179851,1715.356793,0.000444,8.880251,0.000024,3.040827,0.080806,0.566774739,3.203185477,0.820654179,3.703839592,18.3161605,1226.746761,16.379503,804,99,69,2019-10-30 15:08:00+0000,2020-10-07 14:47:28+0000,https://jump.caltech.edu/star/191939,"HD191939,AG+66944,ASCC92847,BD+661273,GC27984,GSC04244-00964,HIC99175,HIP99175,LSPMJ2008+6651,2MASSJ20080574+6651019,PPM22001,SAO18731,TYC4244-964-1,USNO-B1.01568-00210024,GaiaDR22248126315275354496,GaiaDR12248126310977227520",14,269701147,1339,14.78693588,3.098961551,-3.54077581,0,0,0,53.50660575,0.912987716,-0.891728209,-0.147758437,0.0590058,-0.058867811,0.812272514,0.03183307,-0.025576114,0.9323687,0.016963747,-0.01747172,0.655881017,0.037628717,-0.034563934,4.405135983,0.028515742,-0.022946567,0.990857094,0.08474904,-0.065280773,5370.054312,85.98519886,-72.72850305,9.413675013,4.625849444,-4.747813572,0,0,0,53.56423514,0.925181974,-0.886533629,0.049172937,0.149957947,-0.184842496,0.881242432,0.069550737,-0.065760921,0.92721622,0.017028871,-0.015888892,0.658178511,0.023093708,-0.021923645,4.445413846,0.042657164,-0.039678625,1.092830007,0.125245918,-0.107547075,5395.099573,26.96632128,-25.91371975,14,1339.01,1339,1,3.561995,0.069948282,3.542310611,0.067182841,14,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
